EID,Date,Time
2008,2022-04-07,01:42:13.665652
2021,2022-04-07,01:42:13.672697
2029,2022-04-07,01:42:13.682709
2007,2022-04-07,01:42:13.693508
2005,2022-04-07,01:42:13.700508
2010,2022-04-07,01:42:13.722509
2006,2022-04-07,01:42:13.728568
2004,2022-04-07,01:42:13.733560
2027,2022-04-08,01:42:13.742513
2025,2022-04-08,01:42:13.748510
2007,2022-04-08,01:42:13.754513
2019,2022-04-08,01:42:13.762572
2011,2022-04-08,01:42:13.769110
2022,2022-04-08,01:42:13.778878
2009,2022-04-08,01:42:13.784881
2031,2022-04-08,01:42:13.793926
2030,2022-04-08,01:42:13.799147
2026,2022-04-08,01:42:13.807242
2005,2022-04-08,01:42:13.812342
2012,2022-04-08,01:42:13.818200
2013,2022-04-08,01:42:13.825199
2010,2022-04-08,01:42:13.831507
2004,2022-04-08,01:42:13.838524
2023,2022-04-08,01:42:13.846508
2006,2022-04-08,01:42:13.853257
2031,2022-04-09,01:42:13.864262
2029,2022-04-09,01:42:13.870437
2005,2022-04-09,01:42:13.878414
2009,2022-04-09,01:42:13.884424
2016,2022-04-09,01:42:13.892373
2014,2022-04-09,01:42:13.899416
2007,2022-04-09,01:42:13.907386
2013,2022-04-09,01:42:13.914369
2030,2022-04-09,01:42:13.920425
2018,2022-04-09,01:42:13.927120
2023,2022-04-09,01:42:13.935123
2022,2022-04-09,01:42:13.942186
2017,2022-04-09,01:42:13.948175
2027,2022-04-09,01:42:13.956129
2012,2022-04-09,01:42:13.962960
2020,2022-04-09,01:42:13.970474
2028,2022-04-09,01:42:13.979472
2024,2022-04-09,01:42:13.984505
2021,2022-04-09,01:42:13.993481
2031,2022-04-10,01:42:14.001423
2013,2022-04-10,01:42:14.010488
2019,2022-04-10,01:42:14.015467
2023,2022-04-10,01:42:14.023423
2012,2022-04-10,01:42:14.030463
2014,2022-04-10,01:42:14.035466
2005,2022-04-10,01:42:14.044423
2028,2022-04-10,01:42:14.050487
2008,2022-04-10,01:42:14.058509
2006,2022-04-10,01:42:14.065131
2029,2022-04-10,01:42:14.072140
2004,2022-04-10,01:42:14.079849
2026,2022-04-10,01:42:14.087849
2015,2022-04-10,01:42:14.094849
2030,2022-04-10,01:42:14.100849
2027,2022-04-10,01:42:14.106929
2010,2022-04-10,01:42:14.116908
2025,2022-04-11,01:42:14.125974
2031,2022-04-11,01:42:14.131963
2028,2022-04-11,01:42:14.137909
2011,2022-04-11,01:42:14.145910
2005,2022-04-11,01:42:14.152007
2010,2022-04-11,01:42:14.160963
2021,2022-04-11,01:42:14.169481
2023,2022-04-11,01:42:14.179481
2019,2022-04-11,01:42:14.188481
2009,2022-04-11,01:42:14.196542
2026,2022-04-11,01:42:14.202539
2018,2022-04-11,01:42:14.210538
2015,2022-04-11,01:42:14.221540
2030,2022-04-11,01:42:14.231531
2013,2022-04-11,01:42:14.238483
2006,2022-04-11,01:42:14.244523
2007,2022-04-11,01:42:14.250538
2014,2022-04-11,01:42:14.259537
2024,2022-04-11,01:42:14.265221
2004,2022-04-12,01:42:14.271231
2020,2022-04-12,01:42:14.279177
2012,2022-04-12,01:42:14.286180
2008,2022-04-12,01:42:14.293234
2011,2022-04-12,01:42:14.298531
2018,2022-04-12,01:42:14.305561
2019,2022-04-12,01:42:14.313533
2023,2022-04-12,01:42:14.319534
2005,2022-04-12,01:42:14.327089
2010,2022-04-12,01:42:14.333092
2029,2022-04-12,01:42:14.342145
2026,2022-04-12,01:42:14.349136
2013,2022-04-12,01:42:14.357176
2031,2022-04-12,01:42:14.362961
2014,2022-04-12,01:42:14.369566
2025,2022-04-12,01:42:14.375566
2007,2022-04-12,01:42:14.382569
2022,2022-04-12,01:42:14.388566
2009,2022-04-12,01:42:14.394566
2013,2022-04-13,01:42:14.402123
2029,2022-04-13,01:42:14.408198
2031,2022-04-13,01:42:14.415213
2004,2022-04-13,01:42:14.423208
2008,2022-04-13,01:42:14.431203
2030,2022-04-13,01:42:14.440222
2022,2022-04-13,01:42:14.447245
2017,2022-04-13,01:42:14.454268
2020,2022-04-13,01:42:14.461252
2025,2022-04-13,01:42:14.467990
2010,2022-04-13,01:42:14.473888
2012,2022-04-13,01:42:14.481015
2009,2022-04-13,01:42:14.488070
2005,2022-04-13,01:42:14.496018
2026,2022-04-13,01:42:14.502073
2018,2022-04-13,01:42:14.510649
2006,2022-04-13,01:42:14.517848
2016,2022-04-13,01:42:14.525681
2021,2022-04-13,01:42:14.535683
2027,2022-04-14,01:42:14.545414
2004,2022-04-14,01:42:14.553423
2018,2022-04-14,01:42:14.564417
2013,2022-04-14,01:42:14.573734
2014,2022-04-14,01:42:14.581426
2023,2022-04-14,01:42:14.588433
2005,2022-04-14,01:42:14.595484
2008,2022-04-14,01:42:14.601429
2009,2022-04-14,01:42:14.611256
2030,2022-04-14,01:42:14.617300
2031,2022-04-14,01:42:14.625257
2025,2022-04-14,01:42:14.632309
2019,2022-04-14,01:42:14.645313
2010,2022-04-14,01:42:14.651304
2021,2022-04-14,01:42:14.660306
2011,2022-04-14,01:42:14.666900
2016,2022-04-14,01:42:14.672935
2022,2022-04-14,01:42:14.681903
2012,2022-04-14,01:42:14.688955
2025,2022-04-15,01:42:14.702946
2028,2022-04-15,01:42:14.711902
2015,2022-04-15,01:42:14.723900
2004,2022-04-15,01:42:14.733901
2014,2022-04-15,01:42:14.742902
2019,2022-04-15,01:42:14.749900
2005,2022-04-15,01:42:14.756906
2026,2022-04-15,01:42:14.764048
2023,2022-04-15,01:42:14.769557
2010,2022-04-15,01:42:14.777437
2022,2022-04-15,01:42:14.783369
2020,2022-04-15,01:42:14.789414
2008,2022-04-15,01:42:14.795417
2011,2022-04-15,01:42:14.800414
2027,2022-04-15,01:42:14.807369
2017,2022-04-15,01:42:14.815369
2018,2022-04-15,01:42:14.822369
2029,2022-04-15,01:42:14.830410
2006,2022-04-15,01:42:14.836371
2009,2022-04-15,01:42:14.842370
2020,2022-04-16,01:42:14.850370
2027,2022-04-16,01:42:14.858452
2010,2022-04-16,01:42:14.864374
2031,2022-04-16,01:42:14.870487
2026,2022-04-16,01:42:14.878488
2016,2022-04-16,01:42:14.882921
2008,2022-04-16,01:42:14.890990
2023,2022-04-16,01:42:14.896696
2018,2022-04-16,01:42:14.906706
2021,2022-04-16,01:42:14.913706
2028,2022-04-16,01:42:14.923897
2014,2022-04-16,01:42:14.930898
2013,2022-04-16,01:42:14.937954
2017,2022-04-16,01:42:14.944825
2014,2022-04-17,01:42:14.951795
2004,2022-04-17,01:42:14.960847
2023,2022-04-17,01:42:14.966849
2031,2022-04-17,01:42:14.974861
2007,2022-04-17,01:42:14.980289
2008,2022-04-17,01:42:14.985292
2030,2022-04-17,01:42:14.993125
2018,2022-04-17,01:42:14.998365
2011,2022-04-17,01:42:15.007416
2013,2022-04-17,01:42:15.012421
2006,2022-04-17,01:42:15.020368
2012,2022-04-17,01:42:15.027412
2029,2022-04-17,01:42:15.035368
2010,2022-04-17,01:42:15.040423
2015,2022-04-17,01:42:15.048368
2024,2022-04-17,01:42:15.056502
2022,2022-04-17,01:42:15.064478
2030,2022-04-18,01:42:15.072042
2008,2022-04-18,01:42:15.076529
2012,2022-04-18,01:42:15.082605
2010,2022-04-18,01:42:15.088532
2026,2022-04-18,01:42:15.096532
2027,2022-04-18,01:42:15.101589
2011,2022-04-18,01:42:15.110532
2025,2022-04-18,01:42:15.117043
2021,2022-04-18,01:42:15.125109
2009,2022-04-18,01:42:15.131350
2004,2022-04-18,01:42:15.137353
2023,2022-04-18,01:42:15.142354
2024,2022-04-18,01:42:15.151413
2015,2022-04-18,01:42:15.159459
2013,2022-04-18,01:42:15.164463
2017,2022-04-18,01:42:15.171736
2016,2022-04-18,01:42:15.179684
2022,2022-04-18,01:42:15.185683
2024,2022-04-19,01:42:15.194686
2010,2022-04-19,01:42:15.199684
2021,2022-04-19,01:42:15.206687
2007,2022-04-19,01:42:15.214685
2020,2022-04-19,01:42:15.221689
2030,2022-04-19,01:42:15.234745
2026,2022-04-19,01:42:15.247686
2005,2022-04-19,01:42:15.256703
2016,2022-04-19,01:42:15.268372
2011,2022-04-19,01:42:15.274391
2012,2022-04-19,01:42:15.282465
2009,2022-04-19,01:42:15.288525
2014,2022-04-19,01:42:15.298510
2017,2022-04-19,01:42:15.305501
2019,2022-04-19,01:42:15.312609
2029,2022-04-19,01:42:15.320609
2023,2022-04-19,01:42:15.326632
2004,2022-04-19,01:42:15.332868
2028,2022-04-20,01:42:15.340872
2013,2022-04-20,01:42:15.349279
2026,2022-04-20,01:42:15.356322
2023,2022-04-20,01:42:15.364243
2017,2022-04-20,01:42:15.371804
2014,2022-04-20,01:42:15.379843
2029,2022-04-20,01:42:15.385798
2012,2022-04-20,01:42:15.393911
2009,2022-04-20,01:42:15.400846
2005,2022-04-20,01:42:15.407854
2008,2022-04-20,01:42:15.415817
2007,2022-04-20,01:42:15.422818
2022,2022-04-20,01:42:15.429709
2031,2022-04-20,01:42:15.435734
2011,2022-04-20,01:42:15.442726
2010,2022-04-20,01:42:15.447658
2027,2022-04-20,01:42:15.452448
2006,2022-04-20,01:42:15.460498
2018,2022-04-21,01:42:15.469035
2025,2022-04-21,01:42:15.477997
2006,2022-04-21,01:42:15.484946
2026,2022-04-21,01:42:15.493945
2022,2022-04-21,01:42:15.499946
2009,2022-04-21,01:42:15.508946
2010,2022-04-21,01:42:15.515842
2028,2022-04-21,01:42:15.524852
2011,2022-04-21,01:42:15.530848
2024,2022-04-21,01:42:15.537867
2013,2022-04-21,01:42:15.544896
2027,2022-04-21,01:42:15.549419
2015,2022-04-21,01:42:15.556426
2005,2022-04-21,01:42:15.563962
2019,2022-04-21,01:42:15.571532
2031,2022-04-21,01:42:15.575771
2004,2022-04-21,01:42:15.585773
2008,2022-04-22,01:42:15.594934
2028,2022-04-22,01:42:15.604915
2021,2022-04-22,01:42:15.612446
2030,2022-04-22,01:42:15.619401
2019,2022-04-22,01:42:15.628159
2013,2022-04-22,01:42:15.635414
2009,2022-04-22,01:42:15.643461
2005,2022-04-22,01:42:15.650466
2022,2022-04-22,01:42:15.659468
2024,2022-04-22,01:42:15.669982
2025,2022-04-22,01:42:15.677057
2023,2022-04-22,01:42:15.684236
2006,2022-04-22,01:42:15.690230
2016,2022-04-22,01:42:15.697234
2029,2022-04-22,01:42:15.704239
2010,2022-04-22,01:42:15.713193
2027,2022-04-22,01:42:15.724194
2011,2022-04-23,01:42:15.738193
2030,2022-04-23,01:42:15.751194
2023,2022-04-23,01:42:15.761197
2005,2022-04-23,01:42:15.771544
2004,2022-04-23,01:42:15.779535
2008,2022-04-23,01:42:15.787481
2028,2022-04-23,01:42:15.793509
2010,2022-04-23,01:42:15.799512
2016,2022-04-23,01:42:15.807644
2015,2022-04-23,01:42:15.813647
2014,2022-04-23,01:42:15.820709
2012,2022-04-23,01:42:15.826648
2018,2022-04-23,01:42:15.832798
2009,2022-04-23,01:42:15.839801
2019,2022-04-23,01:42:15.845801
2020,2022-04-23,01:42:15.851861
2031,2022-04-23,01:42:15.858680
2014,2022-04-24,01:42:15.866187
2012,2022-04-24,01:42:15.872201
2007,2022-04-24,01:42:15.878248
2024,2022-04-24,01:42:15.883739
2022,2022-04-24,01:42:15.890791
2025,2022-04-24,01:42:15.897742
2030,2022-04-24,01:42:15.905744
2011,2022-04-24,01:42:15.912540
2015,2022-04-24,01:42:15.918571
2021,2022-04-24,01:42:15.926540
2027,2022-04-24,01:42:15.932252
2026,2022-04-24,01:42:15.940258
2028,2022-04-24,01:42:15.945673
2031,2022-04-24,01:42:15.950729
2029,2022-04-24,01:42:15.957620
2004,2022-04-24,01:42:15.962684
2018,2022-04-24,01:42:15.968225
2017,2022-04-24,01:42:15.978224
2010,2022-04-24,01:42:15.982676
2020,2022-04-24,01:42:15.989589
2025,2022-04-25,01:42:15.997592
2008,2022-04-25,01:42:16.006592
2016,2022-04-25,01:42:16.013499
2028,2022-04-25,01:42:16.020136
2007,2022-04-25,01:42:16.028204
2029,2022-04-25,01:42:16.035140
2011,2022-04-25,01:42:16.042576
2022,2022-04-25,01:42:16.048579
2018,2022-04-25,01:42:16.055754
2010,2022-04-25,01:42:16.062758
2020,2022-04-25,01:42:16.069274
2004,2022-04-25,01:42:16.074093
2031,2022-04-25,01:42:16.080154
2009,2022-04-25,01:42:16.087096
2023,2022-04-25,01:42:16.095096
2017,2022-04-25,01:42:16.101791
2019,2022-04-25,01:42:16.108791
2013,2022-04-25,01:42:16.117842
2028,2022-04-26,01:42:16.130072
2013,2022-04-26,01:42:16.139066
2006,2022-04-26,01:42:16.148184
2031,2022-04-26,01:42:16.155333
2026,2022-04-26,01:42:16.164274
2022,2022-04-26,01:42:16.174604
2030,2022-04-26,01:42:16.183597
2027,2022-04-26,01:42:16.192613
2017,2022-04-26,01:42:16.199600
2010,2022-04-26,01:42:16.211554
2021,2022-04-26,01:42:16.220553
2015,2022-04-26,01:42:16.228552
2016,2022-04-26,01:42:16.236611
2020,2022-04-26,01:42:16.244553
2023,2022-04-26,01:42:16.254569
2007,2022-04-26,01:42:16.263555
2018,2022-04-26,01:42:16.271157
2008,2022-04-26,01:42:16.277157
2021,2022-04-27,01:42:16.284273
2022,2022-04-27,01:42:16.289934
2024,2022-04-27,01:42:16.295938
2005,2022-04-27,01:42:16.304012
2010,2022-04-27,01:42:16.312066
2014,2022-04-27,01:42:16.318154
2019,2022-04-27,01:42:16.326069
2008,2022-04-27,01:42:16.332069
2023,2022-04-27,01:42:16.340070
2027,2022-04-27,01:42:16.347069
2006,2022-04-27,01:42:16.353126
2012,2022-04-27,01:42:16.360356
2015,2022-04-27,01:42:16.365353
2018,2022-04-27,01:42:16.372924
2007,2022-04-27,01:42:16.377956
2026,2022-04-27,01:42:16.386956
2004,2022-04-27,01:42:16.393904
2013,2022-04-27,01:42:16.399905
2029,2022-04-27,01:42:16.406904
2005,2022-04-28,01:42:16.414913
2020,2022-04-28,01:42:16.423055
2017,2022-04-28,01:42:16.429046
2021,2022-04-28,01:42:16.436046
2030,2022-04-28,01:42:16.443046
2004,2022-04-28,01:42:16.448063
2024,2022-04-28,01:42:16.458117
2014,2022-04-28,01:42:16.464062
2023,2022-04-28,01:42:16.472683
2008,2022-04-28,01:42:16.478639
2015,2022-04-28,01:42:16.484713
2018,2022-04-28,01:42:16.493684
2027,2022-04-28,01:42:16.501285
2028,2022-04-28,01:42:16.510288
2019,2022-04-28,01:42:16.516782
2009,2022-04-28,01:42:16.523784
2022,2022-04-28,01:42:16.530852
2016,2022-04-28,01:42:16.537856
2026,2022-04-28,01:42:16.546856
2006,2022-04-29,01:42:16.555926
2015,2022-04-29,01:42:16.562922
2005,2022-04-29,01:42:16.569490
2011,2022-04-29,01:42:16.578435
2021,2022-04-29,01:42:16.584435
2009,2022-04-29,01:42:16.592436
2004,2022-04-29,01:42:16.597435
2029,2022-04-29,01:42:16.604436
2030,2022-04-29,01:42:16.610698
2016,2022-04-29,01:42:16.616702
2020,2022-04-29,01:42:16.622943
2022,2022-04-29,01:42:16.629322
2028,2022-04-29,01:42:16.637364
2014,2022-04-29,01:42:16.646322
2026,2022-04-29,01:42:16.654325
2007,2022-04-29,01:42:16.663325
2024,2022-04-29,01:42:16.670279
2019,2022-04-29,01:42:16.675581
2012,2022-04-29,01:42:16.681584
2023,2022-04-30,01:42:16.691585
2017,2022-04-30,01:42:16.700587
2029,2022-04-30,01:42:16.710587
2006,2022-04-30,01:42:16.718590
2010,2022-04-30,01:42:16.727646
2019,2022-04-30,01:42:16.735644
2009,2022-04-30,01:42:16.743638
2004,2022-04-30,01:42:16.750585
2015,2022-04-30,01:42:16.760588
2018,2022-04-30,01:42:16.771538
2016,2022-04-30,01:42:16.777593
2025,2022-04-30,01:42:16.784479
2026,2022-04-30,01:42:16.792212
2020,2022-04-30,01:42:16.799259
2022,2022-04-30,01:42:16.806213
2013,2022-04-30,01:42:16.815361
2031,2022-04-30,01:42:16.821249
2027,2022-04-30,01:42:16.828213
2012,2022-04-30,01:42:16.835257
2004,2022-02-01,01:43:22.724328
2010,2022-02-01,01:43:22.736866
2005,2022-02-01,01:43:22.743870
2022,2022-02-01,01:43:22.751911
2023,2022-02-01,01:43:22.762882
2016,2022-02-01,01:43:22.773865
2008,2022-02-01,01:43:22.782869
2021,2022-02-01,01:43:22.790868
2025,2022-02-01,01:43:22.798867
2011,2022-02-01,01:43:22.806864
2006,2022-02-01,01:43:22.814866
2007,2022-02-01,01:43:22.824915
2027,2022-02-01,01:43:22.832552
2014,2022-02-01,01:43:22.844492
2015,2022-02-01,01:43:22.854487
2031,2022-02-01,01:43:22.862564
2020,2022-02-01,01:43:22.869585
2018,2022-02-01,01:43:22.878489
2029,2022-02-01,01:43:22.884489
2023,2022-02-02,01:43:22.891558
2016,2022-02-02,01:43:22.898549
2009,2022-02-02,01:43:22.904538
2022,2022-02-02,01:43:22.911547
2028,2022-02-02,01:43:22.917548
2008,2022-02-02,01:43:22.925496
2029,2022-02-02,01:43:22.934119
2005,2022-02-02,01:43:22.943184
2026,2022-02-02,01:43:22.950180
2027,2022-02-02,01:43:22.957121
2018,2022-02-02,01:43:22.968160
2004,2022-02-02,01:43:22.973120
2017,2022-02-02,01:43:22.983178
2030,2022-02-02,01:43:22.991161
2031,2022-02-02,01:43:23.000177
2019,2022-02-02,01:43:23.007180
2025,2022-02-02,01:43:23.015180
2007,2022-02-02,01:43:23.024204
2031,2022-02-03,01:43:23.036724
2006,2022-02-03,01:43:23.045730
2009,2022-02-03,01:43:23.052729
2030,2022-02-03,01:43:23.061729
2014,2022-02-03,01:43:23.070787
2018,2022-02-03,01:43:23.079727
2004,2022-02-03,01:43:23.089727
2025,2022-02-03,01:43:23.098787
2022,2022-02-03,01:43:23.106735
2028,2022-02-03,01:43:23.115794
2012,2022-02-03,01:43:23.123729
2024,2022-02-03,01:43:23.132365
2008,2022-02-03,01:43:23.139429
2015,2022-02-03,01:43:23.151367
2021,2022-02-03,01:43:23.161368
2011,2022-02-03,01:43:23.171446
2019,2022-02-03,01:43:23.182409
2023,2022-02-03,01:43:23.191385
2007,2022-02-03,01:43:23.204401
2029,2022-02-03,01:43:23.215431
2010,2022-02-04,01:43:23.228379
2009,2022-02-04,01:43:23.239892
2027,2022-02-04,01:43:23.248903
2011,2022-02-04,01:43:23.257892
2018,2022-02-04,01:43:23.265892
2014,2022-02-04,01:43:23.275892
2015,2022-02-04,01:43:23.284957
2016,2022-02-04,01:43:23.293975
2013,2022-02-04,01:43:23.301965
2022,2022-02-04,01:43:23.310961
2004,2022-02-04,01:43:23.319963
2005,2022-02-04,01:43:23.330963
2031,2022-02-04,01:43:23.339483
2007,2022-02-04,01:43:23.350540
2006,2022-02-04,01:43:23.359481
2019,2022-02-04,01:43:23.369561
2028,2022-02-04,01:43:23.383083
2015,2022-02-05,01:43:23.396047
2021,2022-02-05,01:43:23.403043
2026,2022-02-05,01:43:23.412045
2005,2022-02-05,01:43:23.419111
2029,2022-02-05,01:43:23.429118
2022,2022-02-05,01:43:23.438622
2017,2022-02-05,01:43:23.447622
2010,2022-02-05,01:43:23.455624
2019,2022-02-05,01:43:23.467622
2018,2022-02-05,01:43:23.475623
2004,2022-02-05,01:43:23.484622
2027,2022-02-05,01:43:23.491622
2006,2022-02-05,01:43:23.500641
2007,2022-02-05,01:43:23.510665
2014,2022-02-05,01:43:23.521692
2025,2022-02-05,01:43:23.532200
2028,2022-02-05,01:43:23.541203
2031,2022-02-05,01:43:23.551203
2014,2022-02-06,01:43:23.559205
2006,2022-02-06,01:43:23.567203
2010,2022-02-06,01:43:23.575203
2021,2022-02-06,01:43:23.585207
2009,2022-02-06,01:43:23.592204
2030,2022-02-06,01:43:23.601208
2008,2022-02-06,01:43:23.611204
2019,2022-02-06,01:43:23.620205
2027,2022-02-06,01:43:23.629206
2028,2022-02-06,01:43:23.637728
2011,2022-02-06,01:43:23.646728
2016,2022-02-06,01:43:23.654730
2024,2022-02-06,01:43:23.663733
2023,2022-02-06,01:43:23.672729
2017,2022-02-06,01:43:23.679730
2031,2022-02-06,01:43:23.688729
2017,2022-02-07,01:43:23.705734
2004,2022-02-07,01:43:23.713729
2011,2022-02-07,01:43:23.725733
2005,2022-02-07,01:43:23.736317
2030,2022-02-07,01:43:23.744251
2027,2022-02-07,01:43:23.753250
2012,2022-02-07,01:43:23.762250
2031,2022-02-07,01:43:23.771251
2010,2022-02-07,01:43:23.778252
2028,2022-02-07,01:43:23.789251
2008,2022-02-07,01:43:23.797251
2007,2022-02-07,01:43:23.805251
2006,2022-02-07,01:43:23.814268
2016,2022-02-07,01:43:23.824283
2021,2022-02-07,01:43:23.831256
2022,2022-02-07,01:43:23.837862
2020,2022-02-07,01:43:23.849765
2029,2022-02-07,01:43:23.859846
2019,2022-02-07,01:43:23.870827
2026,2022-02-08,01:43:23.883770
2011,2022-02-08,01:43:23.892776
2017,2022-02-08,01:43:23.902768
2022,2022-02-08,01:43:23.913768
2006,2022-02-08,01:43:23.924772
2009,2022-02-08,01:43:23.937367
2028,2022-02-08,01:43:23.947381
2007,2022-02-08,01:43:23.959419
2029,2022-02-08,01:43:23.969369
2014,2022-02-08,01:43:23.980365
2030,2022-02-08,01:43:23.991367
2010,2022-02-08,01:43:24.000369
2031,2022-02-08,01:43:24.009365
2020,2022-02-08,01:43:24.024377
2012,2022-02-08,01:43:24.031377
2024,2022-02-08,01:43:24.040989
2023,2022-02-08,01:43:24.048957
2021,2022-02-08,01:43:24.060957
2023,2022-02-09,01:43:24.071957
2015,2022-02-09,01:43:24.080957
2011,2022-02-09,01:43:24.088957
2010,2022-02-09,01:43:24.096958
2009,2022-02-09,01:43:24.104957
2006,2022-02-09,01:43:24.112961
2004,2022-02-09,01:43:24.122000
2031,2022-02-09,01:43:24.133508
2020,2022-02-09,01:43:24.141508
2005,2022-02-09,01:43:24.151508
2028,2022-02-09,01:43:24.161510
2008,2022-02-09,01:43:24.169511
2018,2022-02-09,01:43:24.178592
2022,2022-02-09,01:43:24.187508
2021,2022-02-09,01:43:24.195508
2030,2022-02-09,01:43:24.202508
2014,2022-02-09,01:43:24.208509
2016,2022-02-09,01:43:24.219532
2019,2022-02-10,01:43:24.226536
2026,2022-02-10,01:43:24.233749
2011,2022-02-10,01:43:24.244750
2013,2022-02-10,01:43:24.253749
2007,2022-02-10,01:43:24.260750
2021,2022-02-10,01:43:24.268752
2014,2022-02-10,01:43:24.279751
2017,2022-02-10,01:43:24.289754
2009,2022-02-10,01:43:24.297762
2027,2022-02-10,01:43:24.309750
2029,2022-02-10,01:43:24.317827
2023,2022-02-10,01:43:24.328833
2004,2022-02-10,01:43:24.339404
2005,2022-02-10,01:43:24.350379
2020,2022-02-10,01:43:24.363392
2015,2022-02-10,01:43:24.373376
2019,2022-02-11,01:43:24.388378
2017,2022-02-11,01:43:24.399378
2013,2022-02-11,01:43:24.409376
2016,2022-02-11,01:43:24.419421
2014,2022-02-11,01:43:24.429383
2018,2022-02-11,01:43:24.438954
2031,2022-02-11,01:43:24.449956
2004,2022-02-11,01:43:24.457995
2005,2022-02-11,01:43:24.466952
2021,2022-02-11,01:43:24.473952
2028,2022-02-11,01:43:24.485952
2010,2022-02-11,01:43:24.493953
2030,2022-02-11,01:43:24.501952
2026,2022-02-11,01:43:24.510953
2029,2022-02-11,01:43:24.519978
2027,2022-02-11,01:43:24.532975
2009,2022-02-11,01:43:24.540482
2010,2022-02-12,01:43:24.552535
2019,2022-02-12,01:43:24.563536
2020,2022-02-12,01:43:24.570590
2026,2022-02-12,01:43:24.581538
2017,2022-02-12,01:43:24.593539
2018,2022-02-12,01:43:24.604609
2024,2022-02-12,01:43:24.616574
2012,2022-02-12,01:43:24.628633
2008,2022-02-12,01:43:24.640201
2007,2022-02-12,01:43:24.648205
2031,2022-02-12,01:43:24.656201
2005,2022-02-12,01:43:24.664140
2028,2022-02-12,01:43:24.674208
2009,2022-02-12,01:43:24.681207
2014,2022-02-12,01:43:24.689196
2015,2022-02-12,01:43:24.701145
2028,2022-02-13,01:43:24.712139
2018,2022-02-13,01:43:24.720146
2021,2022-02-13,01:43:24.730217
2004,2022-02-13,01:43:24.736652
2005,2022-02-13,01:43:24.744659
2019,2022-02-13,01:43:24.753703
2027,2022-02-13,01:43:24.763711
2016,2022-02-13,01:43:24.769714
2026,2022-02-13,01:43:24.778654
2017,2022-02-13,01:43:24.793704
2031,2022-02-13,01:43:24.804657
2014,2022-02-13,01:43:24.815690
2025,2022-02-13,01:43:24.824663
2023,2022-02-13,01:43:24.831745
2011,2022-02-13,01:43:24.843263
2030,2022-02-13,01:43:24.851317
2016,2022-02-14,01:43:24.862263
2013,2022-02-14,01:43:24.873264
2010,2022-02-14,01:43:24.882318
2021,2022-02-14,01:43:24.891263
2030,2022-02-14,01:43:24.898319
2025,2022-02-14,01:43:24.906270
2024,2022-02-14,01:43:24.914342
2006,2022-02-14,01:43:24.926324
2031,2022-02-14,01:43:24.933876
2017,2022-02-14,01:43:24.942937
2020,2022-02-14,01:43:24.953953
2015,2022-02-14,01:43:24.962963
2004,2022-02-14,01:43:24.971879
2005,2022-02-14,01:43:24.981879
2011,2022-02-14,01:43:24.990943
2008,2022-02-14,01:43:24.999959
2028,2022-02-14,01:43:25.009882
2027,2022-02-14,01:43:25.017945
2018,2022-02-14,01:43:25.024951
2014,2022-02-14,01:43:25.032006
2029,2022-02-14,01:43:25.040582
2015,2022-02-15,01:43:25.050522
2027,2022-02-15,01:43:25.059547
2014,2022-02-15,01:43:25.067582
2030,2022-02-15,01:43:25.076523
2009,2022-02-15,01:43:25.086581
2024,2022-02-15,01:43:25.097582
2006,2022-02-15,01:43:25.109579
2025,2022-02-15,01:43:25.119738
2008,2022-02-15,01:43:25.130707
2005,2022-02-15,01:43:25.140311
2012,2022-02-15,01:43:25.151324
2004,2022-02-15,01:43:25.158316
2031,2022-02-15,01:43:25.167341
2021,2022-02-15,01:43:25.175248
2017,2022-02-15,01:43:25.184259
2019,2022-02-15,01:43:25.194319
2016,2022-02-15,01:43:25.205347
2029,2022-02-15,01:43:25.215303
2007,2022-02-15,01:43:25.228358
2022,2022-02-16,01:43:25.236847
2005,2022-02-16,01:43:25.246894
2031,2022-02-16,01:43:25.254836
2025,2022-02-16,01:43:25.264890
2014,2022-02-16,01:43:25.274833
2007,2022-02-16,01:43:25.283830
2030,2022-02-16,01:43:25.293903
2013,2022-02-16,01:43:25.301833
2024,2022-02-16,01:43:25.313829
2027,2022-02-16,01:43:25.321936
2008,2022-02-16,01:43:25.329844
2009,2022-02-16,01:43:25.342361
2010,2022-02-16,01:43:25.355365
2017,2022-02-16,01:43:25.365424
2006,2022-02-16,01:43:25.375427
2026,2022-02-16,01:43:25.386430
2011,2022-02-16,01:43:25.397462
2006,2022-02-17,01:43:25.407437
2010,2022-02-17,01:43:25.415390
2017,2022-02-17,01:43:25.425372
2013,2022-02-17,01:43:25.433999
2008,2022-02-17,01:43:25.445006
2024,2022-02-17,01:43:25.454005
2011,2022-02-17,01:43:25.464006
2028,2022-02-17,01:43:25.472011
2026,2022-02-17,01:43:25.480067
2027,2022-02-17,01:43:25.487060
2007,2022-02-17,01:43:25.499006
2025,2022-02-17,01:43:25.513067
2023,2022-02-17,01:43:25.522171
2031,2022-02-17,01:43:25.532141
2005,2022-02-17,01:43:25.542718
2015,2022-02-18,01:43:25.552873
2005,2022-02-18,01:43:25.561877
2021,2022-02-18,01:43:25.569873
2012,2022-02-18,01:43:25.577923
2010,2022-02-18,01:43:25.588874
2016,2022-02-18,01:43:25.597874
2009,2022-02-18,01:43:25.606887
2020,2022-02-18,01:43:25.616873
2006,2022-02-18,01:43:25.624956
2017,2022-02-18,01:43:25.633000
2022,2022-02-18,01:43:25.642465
